,GSM1369756,GSM1369757,GSM1369758,GSM1369759,GSM1369760,GSM1369761,GSM1369762,GSM1369763,GSM1369764,GSM1369765,GSM1369766,GSM1369767,GSM1369768,GSM1369769,GSM1369770,GSM1369771,GSM1369772,GSM1369773,GSM1369774,GSM1369775,GSM1369776,GSM1369777,GSM1369778,GSM1369779,GSM1369780,GSM1369781,GSM1369782,GSM1369783,GSM1369784,GSM1369785,GSM1369786,GSM1369787,GSM1369788,GSM1369789,GSM1369790,GSM1369791,GSM1369792,GSM1369793,GSM1369794,GSM1369795,GSM1369796,GSM1369797,GSM1369798,GSM1369799,GSM1369800,GSM1369801,GSM1369802,GSM1369803,GSM1369804,GSM1369805,GSM1369806,GSM1369807,GSM1369808,GSM1369809,GSM1369810,GSM1369811,GSM1369812,GSM1369813,GSM1369814,GSM1369815,GSM1369816,GSM1369817,GSM1369818,GSM1369819,GSM1369820,GSM1369821,GSM1369822,GSM1369823,GSM1369824,GSM1369825,GSM1369826,GSM1369827,GSM1369828,GSM1369829,GSM1369830,GSM1369831,GSM1369832,GSM1369833,GSM1369834,GSM1369835
ABCA5,2.586258736,2.617371417,2.62746386,2.595345819,2.648444768,2.633728283,2.642623021,2.604350779,2.62969971,2.612849981,2.582971285,2.628970399,2.641434593,2.651961051,2.654120316,2.619878762,2.616957303,2.643950428,2.616042568,2.623257979,2.631191105,2.61358055,2.61194618,2.634208803,2.630840873,2.661846982,2.62545507,2.625035677,2.615567904,2.619168596,2.63625841,2.618165702,2.62118457,2.597471154,2.65000027,2.619216697,2.609159266,2.643396041,2.609719729,2.597072177,2.689443052,2.640819092,2.603017694,2.636544847,2.643396041,2.629342596,2.629342596,2.628145307,2.648179971,2.64036222,2.626836519,2.615744665,2.6479089,2.624748592,2.620248794,2.59302124,2.646965221,2.622521527,2.644150671,2.618072104,2.635584379,2.598790048,2.686899923,2.7043011,2.613508354,2.615101252,2.608975094,2.646570921,2.619168596,2.613099909,2.607692475,2.634416108,2.638284024,2.647848753,2.641095268,2.61744929,2.611273844,2.623021078,2.639379173,2.626324208
ABCA6,2.580622563,2.598075598,2.64062187,2.664602169,2.616696889,2.647940512,2.612023698,2.607235199,2.606562231,2.622599166,2.597360553,2.622141745,2.607991826,2.603995348,2.622599166,2.609415954,2.630153817,2.611349122,2.591601477,2.608888943,2.598118514,2.609568709,2.590013483,2.594729288,2.637103228,2.619611827,2.6330193,2.636544847,2.616042568,2.614793246,2.631157981,2.616957303,2.624001157,2.61388853,2.635584379,2.595345819,2.624967426,2.646434059,2.613348903,2.650279938,2.603017694,2.605162592,2.64102885,2.626183099,2.607553236,2.650560419,2.600031827,2.606150536,2.592717604,2.605903994,2.594648334,2.608581591,2.644994708,2.617668683,2.64455298,2.596808439,2.624895547,2.62433274,2.612140795,2.673898768,2.620173243,2.64803484,2.651385729,2.626392701,2.616005683,2.620331184,2.604350779,2.651262702,2.620635438,2.658905049,2.677279071,2.617582269,2.61940417,2.616788102,2.637181543,2.624748592,2.62985617,2.63855842,2.586934789,2.632574154
ABCA7,2.885885882,2.886883719,2.823952933,2.853537074,2.845541294,2.894799107,2.878314507,2.883630294,2.85885078,2.863704775,2.859033313,2.877224079,2.945552671,2.886510001,2.890472143,2.90413749,2.941360225,2.999061047,2.835040525,2.847329713,2.932108513,2.868907865,2.853855139,2.830069101,2.919233549,2.889631872,2.881096707,2.876603918,2.868693281,2.912957661,2.918633018,2.933495324,2.913598279,2.931017643,2.896166055,2.918427899,2.868970281,2.916142952,2.943405165,2.914549227,2.868970281,2.794771928,2.800311893,2.892537471,2.832202491,2.836434602,2.81685064,2.85092916,2.788655704,2.852539918,2.916390147,2.836789025,2.931554308,2.903121337,2.848487453,2.842839565,2.817560388,2.870269336,2.877802555,2.905633825,2.822414231,2.832763997,2.816109767,2.851105868,2.82755249,2.854827948,2.850167247,2.83633068,2.950189479,2.862754231,2.833670736,2.905837238,2.807893534,2.992994787,2.887680734,2.847195781,2.890291955,2.856044374,2.891985046,2.945156204
ABCA8,2.568618298,2.571863899,2.57349127,2.58963569,2.56664651,2.562579227,2.585691248,2.560973516,2.576038039,2.561194655,2.597172497,2.584518767,2.575646835,2.567966025,2.57424735,2.594729288,2.571143904,2.563499128,2.547582397,2.552541054,2.563632212,2.56764625,2.569444898,2.575646835,2.577329256,2.580070327,2.56303359,2.567411431,2.604814456,2.563632212,2.57800792,2.570492635,2.576382293,2.554986858,2.596203425,2.560160465,2.589027663,2.576862219,2.566055601,2.552165043,2.566525069,2.565324457,2.579183177,2.579346986,2.570382516,2.571463919,2.593126828,2.559165804,2.545194859,2.591964129,2.562810582,2.580345206,2.554606082,2.563742668,2.579967559,2.53643033,2.570709047,2.568618298,2.562709125,2.573245656,2.547030843,2.572392611,2.537449539,2.56664651,2.573156148,2.603404242,2.560398393,2.579967559,2.589305108,2.590491785,2.575066828,2.572289618,2.574446678,2.57761696,2.560160465,2.531530542,2.54535202,2.64745432,2.583723415,2.586345893
ABCB1,2.611707096,2.603196034,2.603369011,2.557656694,2.597072177,2.588847502,2.610701898,2.619878762,2.611349122,2.578328155,2.64778569,2.618551631,2.585302671,2.574654862,2.613193484,2.588101219,2.588847502,2.597440175,2.556741521,2.615028448,2.609070148,2.601427368,2.583059378,2.60700188,2.589483473,2.571347419,2.603369011,2.583306001,2.586625926,2.57497282,2.59302124,2.615744665,2.617884929,2.615653156,2.57800792,2.594026802,2.575835278,2.593570727,2.650647019,2.600206002,2.601070767,2.598161429,2.591872553,2.587315245,2.6210155,2.604814456,2.590101943,2.602938585,2.609415954,2.599007889,2.6210155,2.602938585,2.582828192,2.61409674,2.604542888,2.592575174,2.602320747,2.591332411,2.598075598,2.597832442,2.612431331,2.585206138,2.573156148,2.580170555,2.585960973,2.593215434,2.575835278,2.620331184,2.630284438,2.585691248,2.573245656,2.628298397,2.601862813,2.596518588,2.596203425,2.580345206,2.583154339,2.59888722,2.62433274,2.604719135
ABCB1 /// ABCB4,2.595653605,2.651961051,2.660363462,2.636897692,2.701067527,2.644337998,2.619946967,2.660678276,2.649471785,2.631464572,2.609159266,2.615824862,2.700229824,2.626836519,2.669953886,2.636123157,2.642051096,2.652394602,2.664914477,2.651262702,2.737165599,2.649234474,2.652218649,2.659110975,2.651828296,2.651451045,2.635379891,2.656893872,2.627602874,2.663648769,2.675605361,2.701420544,2.709981125,2.646050518,2.633445069,2.625595351,2.649693181,2.633728283,2.66974174,2.634208803,2.649599126,2.690599786,2.648909455,2.637401166,2.660545329,2.727648217,2.634969526,2.626392701,2.702344491,2.644798318,2.638284024,2.600284816,2.710930279,2.617273658,2.64904496,2.633696918,2.653313159,2.632079126,2.654179985,2.661439439,2.613012074,2.67151771,2.64102885,2.621931919,2.627826319,2.672480128,2.649234474,2.654587966,2.604350779,2.612684078,2.634561845,2.65845712,2.642997017,2.659601687,2.667516895,2.643396041,2.642405514,2.643738745,2.634492185,2.668171072
ABCB11,2.671395414,2.650207389,2.665226661,2.628392743,2.663109199,2.664602169,2.661988671,2.66528524,2.687775005,2.662774448,2.673478281,2.667582123,2.675511939,2.65845712,2.661710742,2.679065053,2.657823641,2.672959712,2.655414568,2.645264856,2.657150259,2.665226661,2.67253895,2.66829485,2.670227715,2.674865472,2.655538954,2.672959712,2.675578113,2.677729351,2.67890652,2.666614391,2.679159445,2.684521179,2.68980877,2.664052618,2.657956391,2.679915245,2.681443097,2.677729351,2.665161267,2.667910282,2.684988038,2.667005996,2.659546379,2.670709092,2.650737054,2.678404337,2.680703222,2.676005659,2.660363462,2.663648769,2.68492835,2.669167099,2.669799089,2.663580803,2.693051916,2.665519796,2.677222849,2.670786958,2.651700339,2.65904703,2.654957615,2.678218619,2.667516895,2.685516832,2.670601167,2.664975121,2.66780619,2.667771018,2.692871158,2.689443052,2.6842893,2.680310011,2.69442155,2.669687686,2.661846982,2.695756087,2.675511939,2.678523482
ABCB4,2.671230866,2.654088242,2.664731134,2.639518676,2.685656665,2.660620236,2.632642582,2.646368335,2.61744929,2.605488526,2.680958529,2.661271466,2.64585785,2.635661212,2.650624243,2.627162753,2.638695781,2.648179971,2.676718295,2.631052943,2.66283287,2.67253895,2.674210233,2.653442616,2.668746966,2.66423017,2.646434059,2.619168596,2.703716734,2.654716695,2.671953442,2.67253895,2.701348516,2.630654139,2.72155022,2.672906933,2.680370371,2.664534845,2.679973813,2.664673713,2.643396041,2.644867655,2.697383206,2.635789551,2.695227431,2.673478281,2.662198563,2.663779407,2.665953403,2.638284024,2.68740836,2.698573525,2.660297934,2.683181435,2.686250784,2.660118457,2.693798725,2.676484227,2.690075891,2.633309087,2.644150671,2.646720542,2.683929306,2.681792855,2.654056168,2.691275834,2.654382192,2.689094661,2.675812204,2.712763258,2.66886083,2.651700339,2.700499508,2.644674497,2.657537985,2.64102885,2.673604994,2.711144767,2.627602874,2.677164882
ABCB6,2.806163735,2.846570528,2.837812868,2.850796834,2.911921821,2.846520737,2.808080141,2.892127099,2.89679811,2.844636641,2.836007913,2.834696944,2.920504502,2.839482156,2.8801701,2.873148707,2.953536406,2.879214358,2.868907865,2.913855914,2.891874208,2.843803194,2.857943164,2.852817668,2.859001143,2.853855139,2.868045644,2.853126074,2.898260048,2.930564387,2.973887539,2.910123554,2.955718386,2.864996522,2.893585036,2.891500029,2.819454247,2.859544102,2.893385693,2.875416317,2.850975168,2.85326833,2.859544102,2.851904972,2.851993435,2.977280193,2.825163363,2.821465417,2.836142214,2.850167247,2.871732613,2.819192679,2.888201534,2.845041845,2.867477138,2.883116865,2.842839565,2.848216442,2.833935125,2.87415692,2.854446639,2.871816918,2.851859203,2.872937677,2.822414231,2.84942308,2.879356039,2.858347493,2.847466769,2.828873232,2.880589981,2.968047594,2.847018849,2.86229231,2.938914796,2.879356039,2.869664912,2.838235093,2.830651783,2.864404217
ABCB7,3.062365244,3.01078663,3.012102067,3.039519758,3.031698868,3.064248304,3.039894433,3.028771014,3.058987823,3.042443183,3.078234858,3.067012893,3.025004716,3.044826396,3.107014199,3.062628362,3.043791907,3.081517821,3.123115668,3.056712066,3.054996671,3.065849944,3.082138435,3.061770424,3.081449427,3.04886972,3.06971698,3.070987025,3.085203355,3.080646418,3.071849239,3.062628362,3.064248304,3.089995351,3.066633061,3.006565882,3.092442844,3.010241762,3.089995351,2.996371568,3.075202534,3.060584658,3.146033196,3.134379078,3.068974663,3.062365244,3.130043474,3.077037925,3.090135168,3.126252414,3.076514007,3.034464668,3.055960962,3.047289507,3.07683878,3.176757877,3.09106938,3.056712066,3.126100947,3.053518921,3.03591648,3.113147681,3.102213851,3.077669961,3.074338905,3.080511497,3.096082496,3.061443454,3.073907963,3.092678157,3.076771789,3.122183022,3.101798604,3.077603533,3.066043891,3.117641451,3.057232821,3.086061402,3.053228837,3.079099742
ABCB8,2.8285939,2.878639345,2.851766686,2.832847777,2.813746085,2.86884983,2.843147306,2.876334339,2.84180286,2.796390775,2.81544345,2.854970289,2.867619345,2.887586046,2.886016004,2.850390786,2.864176065,2.869715825,2.873273324,2.851372624,2.863819322,2.872087569,2.878833058,2.84942308,2.862465272,2.859718531,2.869715825,2.844636641,2.889631872,2.838683491,2.866028656,2.889124856,2.882830324,2.896368496,2.849197779,2.902127718,2.890838739,2.875517668,2.880130578,2.875096727,2.836789025,2.852817668,2.856847564,2.892386251,2.836434602,2.899567155,2.874661148,2.812012297,2.850845198,2.823917314,2.871953173,2.833521353,2.832301836,2.87415692,2.833935125,2.908291127,2.837905821,2.844079778,2.844786306,2.872784036,2.864043336,2.819865765,2.825496485,2.865664025,2.849197779,2.874812702,2.911496673,2.873110322,2.913453041,2.865585504,2.909135042,2.898404109,2.859640073,2.878689596,2.865450495,2.893746485,2.871679166,2.855052263,2.858070838,2.845682648
ABCB8 /// ASIC3,2.705870285,2.729021455,2.752143317,2.715934143,2.726385137,2.693621986,2.75046707,2.732181509,2.730450817,2.74588726,2.72907737,2.730752931,2.746823396,2.77889397,2.727038333,2.773111473,2.747152604,2.734192104,2.730650508,2.797945071,2.698041984,2.73009708,2.740914642,2.723456383,2.751441357,2.724920798,2.731192032,2.749926283,2.736119638,2.779223097,2.774912087,2.738181646,2.74277929,2.762183697,2.749697001,2.711447569,2.741643555,2.73911951,2.758749357,2.80476785,2.763287152,2.722128099,2.766282846,2.781250742,2.741643555,2.725115887,2.772167944,2.741206343,2.722128099,2.757568666,2.725697864,2.714095399,2.725115887,2.716165346,2.699459378,2.741689806,2.68855854,2.738280088,2.746479405,2.747576882,2.758290323,2.750264864,2.744227067,2.778947261,2.726534829,2.705196153,2.759382819,2.734735818,2.79198429,2.765997035,2.752453429,2.755244683,2.763602845,2.760051639,2.748330306,2.777456129,2.741543388,2.746081266,2.72907737,2.760051639
ABCB9,2.742946418,2.771219356,2.759959357,2.75240587,2.777071828,2.732579076,2.754905727,2.757444297,2.770201709,2.76161855,2.7610505,2.737918666,2.794446864,2.745705471,2.742021178,2.775820669,2.820622154,2.751943486,2.77039925,2.781903339,2.772407466,2.735718725,2.769693384,2.723354195,2.768956658,2.742866846,2.737019838,2.757044155,2.756444958,2.771219356,2.803716821,2.794335767,2.786025142,2.761434449,2.7811156,2.830355321,2.766764074,2.797679528,2.773737428,2.780233169,2.803248885,2.754670999,2.764082837,2.772167944,2.764796888,2.771175121,2.762880664,2.786226746,2.759760589,2.822414231,2.758233426,2.738979729,2.781761084,2.753689974,2.77413834,2.789026803,2.767830957,2.757444297,2.760872617,2.773689208,2.776864094,2.794771928,2.780280454,2.770638517,2.776714411,2.810399774,2.756688279,2.756647864,2.774765939,2.765614912,2.756909851,2.821602577,2.759616555,2.768124388,2.812974405,2.785751501,2.777933199,2.785195248,2.725265848,2.719706287
ABCC1,3.149835865,3.176424613,3.115241533,3.152684169,3.100557693,3.19456475,3.157039112,3.179122658,3.148319925,3.161032595,3.121548465,3.150522503,3.186306626,3.149760864,3.146733902,3.13200851,3.131428056,3.178642647,3.114995417,3.113766238,3.150522503,3.129763542,3.160240009,3.148673307,3.150276275,3.129905319,3.147455133,3.134340218,3.165513706,3.127271336,3.142414229,3.17510506,3.171129033,3.150276275,3.118773663,3.15887292,3.161938362,3.140055703,3.155769448,3.158612016,3.144869627,3.127659773,3.121548465,3.136065596,3.139799156,3.125100308,3.149532091,3.163063035,3.146833153,3.166205603,3.177917435,3.122265974,3.084972264,3.166619727,3.14442299,3.125183349,3.135897336,3.131100331,3.159906713,3.14519885,3.138630459,3.142593375,3.14846752,3.160344449,3.150522503,3.164720047,3.182275173,3.137122556,3.16050467,3.124371267,3.137037525,3.149083696,3.126648902,3.160240009,3.157818228,3.160001313,3.141894393,3.118773663,3.183288853,3.133865161
ABCC10,3.20854303,3.104007497,3.145618993,3.106765321,3.237376009,3.139224871,3.16579402,3.114917575,3.159112822,3.181194744,3.146033196,3.09879144,3.107155561,3.190103076,3.166205603,3.203231057,3.141894393,3.121226029,3.150199891,3.179293613,3.116711924,3.156422819,3.188948444,3.162277192,3.162277192,3.154507201,3.156593522,3.170950457,3.162277192,3.150522503,3.163599216,3.162977491,3.136864884,3.137037525,3.128641886,3.115241533,3.146430003,3.137122556,3.142665157,3.125406472,3.171564032,3.213156557,3.232867481,3.162895939,3.176248116,3.169189898,3.181914175,3.183757381,3.22056745,3.150873347,3.141809918,3.187902994,3.142228211,3.139072883,3.162711186,3.157990249,3.173189567,3.149083696,3.132583579,3.121226029,3.191731876,3.191464866,3.171719807,3.166544644,3.151047664,3.196686223,3.129977547,3.189428417,3.161657524,3.207501301,3.12085231,3.141894393,3.177843065,3.115754485,3.190941357,3.170950457,3.128641886,3.205723603,3.189428417,3.169607462
ABCC2,2.78765671,2.807853256,2.7998018,2.807198432,2.756096703,2.776258587,2.755403291,2.762584005,2.777312653,2.797575333,2.797575333,2.804521878,2.841103059,2.824777535,2.737377824,2.775394087,2.793225817,2.780705921,2.800864126,2.766116227,2.728295028,2.824358658,2.794446864,2.773067228,2.761560094,2.796773289,2.798845888,2.7539761,2.823672363,2.791249153,2.806677525,2.770255665,2.781297344,2.799218512,2.77899474,2.785710771,2.806631705,2.791079538,2.809819901,2.834956841,2.814297871,2.71756394,2.810979198,2.824180888,2.818999015,2.789864198,2.768050375,2.828342287,2.819144325,2.79609923,2.82404777,2.802430966,2.786561697,2.810635545,2.823866925,2.801386769,2.818108242,2.79050866,2.806545099,2.817220963,2.787610811,2.792607392,2.820769516,2.825859342,2.812355311,2.814628365,2.815067153,2.822732922,2.827002602,2.795078052,2.850115121,2.756771069,2.79162861,2.761672574,2.786941014,2.785098805,2.77408614,2.812829162,2.74767398,2.782333631
ABCC3,3.191013023,3.173460676,3.143689563,3.077181142,3.067278627,3.179475653,3.130525641,3.237376009,3.161657524,3.106387687,3.129202785,3.164264015,3.203139511,3.15668375,3.102448049,3.171802091,3.184300128,3.166544644,3.118853071,3.090269702,3.200634669,3.055371347,3.117723977,3.153192926,3.115414389,3.107456539,3.136065596,3.127344917,3.140581132,3.159112822,3.160593443,3.168273506,3.096833245,3.173497428,3.241383421,3.058595298,3.208362391,3.130775887,3.221776871,3.169440669,3.124536648,3.143429822,3.195311596,3.178933648,3.100078822,3.180849559,3.155769448,3.159112822,3.128147313,3.129612712,3.195311596,3.142845712,3.153851561,3.184968591,3.180210141,3.126422927,3.188184081,3.169093868,3.153582334,3.202228607,3.153668544,3.103714218,3.188364142,3.156501678,3.140055703,3.156005298,3.144018359,3.159796696,3.157387143,3.192193876,3.156964462,3.216653437,3.097053418,3.081655436,3.135724483,3.101247826,3.183186422,3.101962623,3.17801843,3.195218904
ABCC4,2.767370398,2.728453278,2.762416734,2.706815506,2.804573394,2.768508713,2.757397809,2.792066322,2.786025142,2.775771471,2.938710924,2.825293365,2.784358907,2.81135838,2.778024966,2.786663394,2.761519338,2.805536367,2.787937219,2.817244852,2.807246344,2.711144767,2.832570394,2.868671663,2.777264901,2.729798084,2.765362112,2.777362005,2.763844303,2.788849828,2.765362112,2.75402821,2.729590746,2.778443994,2.734192104,2.748573432,2.717510157,2.731343429,2.725038544,2.773360319,2.795317832,2.783337677,2.763066423,2.740572807,2.766576722,2.744027798,2.76161855,2.792118087,2.758749357,2.773067228,2.797016076,2.821001672,2.750524729,2.805333128,2.736513744,2.740416315,2.864004521,2.99096583,2.760144935,2.729642472,2.753295137,2.759425406,2.728657277,2.698230029,2.747857629,2.714037376,2.669687686,2.754530952,2.787796414,2.77529762,2.728768228,2.759474783,2.740811818,2.719162276,2.764135343,2.755496376,2.819117071,2.770228687,2.774623866,2.71871136
ABCC5,3.230402197,3.172849211,3.16882502,3.151473246,3.212510575,3.170303522,3.200541153,3.197139995,3.154507201,3.159446116,3.110266504,3.23182078,3.169800717,3.152684169,3.191999576,3.195887437,3.112283055,3.203029539,3.138630459,3.137528515,3.204198618,3.155115395,3.202137607,3.228678824,3.207401445,3.173534179,3.174390366,3.192651259,3.258888121,3.141491949,3.167578319,3.097748873,3.17903233,3.136155713,3.185341792,3.097338682,3.180932019,3.237813045,3.18559175,3.200203851,3.210176231,3.219123135,3.174652656,3.187511795,3.199860889,3.179748114,3.184395422,3.169607462,3.180473622,3.129977547,3.13637302,3.21789725,3.121459614,3.138222156,3.194229378,3.150685479,3.20955308,3.154028341,3.192193876,3.14827491,3.2063824,3.212319666,3.21417932,3.236247422,3.213994839,3.185874812,3.186394841,3.247259525,3.180849559,3.192097134,3.206968539,3.175456658,3.263449013,3.184009698,3.192296349,3.178373863,3.217027669,3.246413402,3.242389226,3.150685479
ABCC6 /// ABCC6P1 /// ABCC6P2 /// LOC101930322,2.918677974,2.917904506,2.956034724,2.90136239,2.880299016,2.889373847,2.940804761,2.90096276,2.895900287,2.939203125,2.898744055,2.896642733,2.91321305,2.919610794,2.890518469,2.944134329,2.85784135,2.903649579,2.925709429,2.899668312,2.888400727,2.879160559,2.921138023,2.929536072,2.897428593,2.882029271,2.89679811,2.913507546,2.945886952,2.876801513,2.894040995,2.880259387,2.891447593,2.942487014,2.870050239,2.872937677,2.928506295,2.904508383,2.896555748,2.932421882,2.889322288,2.947056675,2.899281999,2.915540709,2.903699285,2.942859776,2.918607875,2.933143098,2.969858295,2.902274812,2.915963061,2.905944483,2.895622734,2.887547283,2.924560388,2.949225098,2.895681263,2.881389035,2.901312598,2.882881923,2.923413709,2.924203103,2.918427899,2.914549227,2.927429444,2.943193167,2.876424976,2.909189896,2.898353081,2.899813581,2.918843598,2.921456018,2.912286085,2.889944635,2.905888316,2.927987663,2.936936319,2.959221985,2.911642976,2.892728419
